GENE;L-O-1;L-O-2;L-O-3;D-O-1;D-O-2;D-O-3;D-A-4;D-A-5;D-A-2
cds1314-DUF4912-domain-containing-protein;739;154;2374;2088;430;525;2141;4517;1655
cds1315-phycobilisome-rod-core-linker-polypeptide-CpcG;7080;1493;5865;1620;344;392;1524;3584;1066
cds1316-phycobiliprotein-lyase;514;75;954;1267;294;278;1234;2502;1093
cds1317-EamA-family-transporter;303;30;916;1658;327;299;1612;4365;1552
cds1318-hypothetical-protein;131;18;367;551;176;156;757;1821;624
cds1319-iron-sulfur-cluster-biosynthesis-transcriptional-regulator-SufR;636;153;1236;1366;294;317;1351;2963;1008
cds131-prevent-host-death-protein;156;51;502;635;80;122;716;1534;440
cds1320-ferredoxin:thioredoxin-reductase;1713;491;1910;1082;253;217;1163;3243;616
cds1321-Fe-S-cluster-assembly-protein-SufB;3890;937;5992;2673;607;543;2620;5278;1517
cds1322-Fe-S-cluster-assembly-ATPase-SufC;1580;476;2788;1900;348;360;1585;4261;1167
cds1323-SufD-family-Fe-S-cluster-assembly-protein;826;236;2182;1948;502;450;1941;4392;1675
cds1324-putative-cysteine-desulfurase-or-selenocysteine-lyase;783;114;1758;2509;443;451;2279;5777;2072
cds1325-murein-L,D-transpeptidase;197;27;376;760;156;144;636;1464;606
cds1326-hypothetical-protein;217;16;423;600;137;157;594;1922;421
cds1327-class-I-SAM-dependent-methyltransferase;196;26;603;798;185;213;986;2195;774
cds1328;53;7;182;384;76;85;376;919;233
cds1329;106;8;262;618;77;80;392;856;265
cds132-Txe/YoeB-family-addiction-module-toxin;280;60;379;264;35;46;303;642;195
cds133;291;92;392;565;67;86;499;1163;329
cds1330;289;44;675;1301;209;249;1378;3253;737
cds1331-methyltransferase;533;56;1008;1883;260;294;2044;4422;980
cds1332-hypothetical-protein;922;149;2702;5065;998;966;4929;13465;4176
cds1333-S-methyl-5-thioribose-1-phosphate-isomerase;345;43;1100;1784;375;376;2014;4756;1493
cds1334-magnesium/cobalt-transporter-CorA;400;33;1072;1388;320;308;1188;2248;1083
cds1335-bifunctional-aldolase/short-chain-dehydrogenase;910;99;2713;3892;961;990;3933;10467;3743
cds1336-hypothetical-protein;656;69;1920;3148;796;717;3627;9072;3235
cds1337;588;69;1660;2673;526;552;2864;6269;2243
cds1338;632;113;1341;1772;277;363;1761;3863;1393
cds1339-hypothetical-protein;178;64;637;599;182;145;696;1890;519
cds134;1514;492;4497;3559;1749;1510;5312;15760;3473
cds1340;406;84;959;1414;298;357;1312;3838;1107
cds1341-MULTISPECIES:-30S-ribosomal-protein-S21;1617;264;1490;550;115;95;512;1231;368
cds1342-ATP-binding-protein;927;181;2010;2385;682;540;2826;6592;2544
cds1343-histidine-triad-nucleotide-binding-protein;145;19;372;592;113;133;503;1207;596
cds1344-ABC-transporter-ATP-binding-protein/permease;1854;370;2588;3082;637;708;3266;8316;2755
cds1345;75;6;265;227;60;81;345;384;173
cds1346-high-light-inducible-protein;77;7;282;403;102;101;375;1251;464
cds1347-hypothetical-protein;170;30;594;872;183;227;901;1981;1014
cds1348;146;36;551;786;241;238;1000;2574;769
cds1349;51;2;101;184;49;55;196;504;185
cds135;5375;1353;11668;6163;2687;2518;8753;21692;5962
cds1350-hypothetical-protein;569;125;1775;2270;588;544;2515;6052;1923
cds1351-MULTISPECIES:-photosystem-II-PsbX-protein;121;22;290;263;60;103;244;439;218
cds1352-YggT-family-protein;250;43;772;728;238;222;1037;2605;549
cds1353;63;7;133;269;35;34;180;517;121
cds1354-acetyl-CoA-carboxylase-biotin-carboxylase-subunit;907;223;2124;2648;647;580;3090;6373;2036
cds1355-hypothetical-protein;528;39;1393;2738;549;505;2379;6174;1881
cds1356-peptide-methionine-(R)-S-oxide-reductase;153;22;558;865;181;190;881;2668;671
cds1357-photosystem-reaction-center-subunit-H;848;259;2035;2422;568;507;2319;5779;1765
cds1358-chromosome-segregation-protein-SMC;1227;152;3545;4650;1003;1265;3861;8867;4008
cds1359-DUF883-family-protein;198;35;469;623;124;153;673;1522;610
cds136;4160;1722;7226;2267;962;733;2981;7529;1966
cds1360-phage-holin-family-protein;279;82;637;692;140;148;813;1816;614
cds1361-hypothetical-protein;189;27;445;790;132;166;483;1418;678
cds1362-RNA-methyltransferase;570;42;1471;2481;471;518;1990;5057;1858
cds1363-transposase;663;121;1282;1411;300;302;1289;2372;999
cds1364;321;43;886;804;217;207;1110;2398;580
cds1365;3686;417;2671;1305;444;333;1674;3647;805
cds1366-IS5-family-transposase;2316;180;2147;2106;311;377;2014;3516;1232
cds1367;108;19;308;384;125;110;569;1431;452
cds1368;88;16;299;499;99;99;580;1324;407
cds1369;81;11;223;246;97;69;367;462;282
cds137;352;54;1028;902;167;134;1043;2402;525
cds1370-PstS-family-phosphate-ABC-transporter-substrate-binding-protein;391;51;994;1926;278;328;1803;3945;1194
cds1371;74;6;159;414;44;65;304;556;227
cds1372-hypothetical-protein-Syncc9902_2113;224;22;801;993;199;255;870;2012;827
cds1373;170;9;390;685;133;92;608;1730;470
cds1374;368;45;820;1372;340;346;1478;3727;1012
cds1375;55;5;227;330;43;65;315;817;267
cds1376-peptidase;647;178;1254;1813;324;256;1700;3303;938
cds1377-DUF2092-domain-containing-protein;5503;1826;8783;1610;357;395;1852;2822;1162
cds1378-hypothetical-protein;101;23;291;250;37;62;278;569;219
cds1379-hypothetical-protein;614;155;1114;258;76;75;265;652;208
cds138;2716;581;3598;2740;468;440;2859;5925;1601
cds1380;803;247;1672;1000;310;282;1399;3021;830
cds1381-hypothetical-protein;617;136;995;906;234;202;1057;2481;788
cds1382-molecular-chaperone-DnaJ;741;339;2631;2133;674;514;2043;5345;1540
cds1383-porphobilinogen-synthase;748;215;1608;2393;373;357;2191;4541;1501
cds1384;130;29;447;466;153;149;702;1722;579
cds1385-endonuclease-MutS2;940;116;2521;3773;764;944;3368;8171;3494
cds1386-ATP-binding-cassette-domain-containing-protein;675;146;1778;2408;563;483;2526;5173;1972
cds1387-GTPase-ObgE;481;89;1324;1918;388;349;1937;4472;1596
cds1388-hypothetical-protein;478;179;1582;527;104;102;356;1031;295
cds1389-ABC-transporter-ATP-binding-protein;729;131;2357;3656;793;871;4163;9975;3111
cds139;130;16;393;644;142;127;598;1704;556
cds1390-hypothetical-protein;163;13;645;991;167;207;952;2583;741
cds1391-glutathione-S-transferase;494;62;1517;1891;544;585;2238;4670;1716
cds1392-aspartoacylase;410;51;1096;1476;472;462;1627;4243;1519
cds1393-hypothetical-protein;273;41;555;803;183;177;751;1599;723
cds1394-hypothetical-protein;226;17;408;456;118;119;409;842;423
cds1395-hypothetical-protein-WH5701_15531;548;77;533;473;68;98;244;548;269
cds1396-photosystem-II-q(b)-protein;3084;544;3231;1815;623;440;2229;5273;1600
cds1397;195;18;567;956;155;181;884;1962;602
cds1398;415;57;1121;1114;306;320;1431;2700;972
cds1399;482;41;486;311;78;108;291;761;214
cds13-undecaprenyl-diphosphate-phosphatase;899;152;1622;1545;376;383;1495;3619;1409
cds14;352;44;907;1532;370;357;1562;4334;1195
cds140;260;16;546;905;165;261;894;1961;786
cds1400-hypothetical-protein;289;23;544;762;226;233;702;1253;755
cds1401;247;19;772;1009;261;236;1001;2263;905
cds1402-ATP-dependent-RecD-like-DNA-helicase;822;76;2590;3772;873;939;4033;9707;3102
cds1403-DUF3493-domain-containing-protein;198;25;465;539;79;125;579;1643;535
cds1404-low-complexity-tail-membrane-protein;286;48;804;1086;226;257;944;2545;942
cds1405-translation-initiation-factor-IF-2;4186;1213;9072;8277;2382;2104;8130;19580;6940
cds1406-YlxR-family-protein;251;54;465;528;59;109;267;726;332
cds1407-transcription-termination-factor-NusA;1668;353;3402;2510;666;577;2703;7974;2111
cds1408-ribosome-assembly-cofactor-RimP;975;280;1594;1233;336;311;1386;2982;916
cds1409-hypothetical-protein;563;124;860;635;138;123;514;1217;670
cds141;250;17;607;945;217;215;956;2313;790
cds1410-3',5'-cyclic-nucleotide-phosphodiesterase;311;52;828;1165;253;277;1053;2085;1154
cds1411;376;62;880;1593;224;272;1216;3104;967
cds1412;166;11;371;606;129;164;508;1252;523
cds1413-ribose-5-phosphate-isomerase-RpiA;474;105;1007;1541;289;283;1614;3403;1298
cds1414-histidinol-dehydrogenase;804;151;1967;2525;573;617;2601;5875;2259
cds1415-30S-ribosomal-protein-S20;4277;987;4698;763;188;155;650;1145;401
cds1416-TatD-family-deoxyribonuclease;600;239;1676;1619;397;371;1928;4289;1274
cds1417-DNA-directed-RNA-polymerase-subunit-beta;14115;5064;23301;7346;1346;1399;6553;14421;4587
cds1418-DNA-directed-RNA-polymerase-subunit-gamma;8846;2226;14621;3749;588;687;3341;7141;2366
cds1419-DNA-directed-RNA-polymerase-subunit-beta';9002;2671;17564;7062;1391;1444;6503;13853;5428
cds1420-high-light-inducible-protein;51;16;122;147;27;29;152;288;145
cds1421-23S-rRNA-(adenine(2503)-C(2))-methyltransferase-RlmN;495;124;1459;1724;362;305;1815;4243;1539
cds1422;259;75;878;1200;269;256;1289;3507;838
cds1423;868;414;2455;3272;677;680;3461;8890;2701
cds1424;177;22;387;441;73;90;389;773;336
cds1425-HEAT-repeat-domain-containing-protein;365;72;940;1678;352;419;1921;4330;1286
cds1426-DUF2997-domain-containing-protein;219;48;556;557;243;220;761;2562;589
cds1427-DUF1257-domain-containing-protein;287;74;502;615;101;143;473;1112;404
cds1428-ferredoxin;219;36;543;567;160;176;735;1467;513
cds1429-aldo/keto-reductase;674;77;1838;2138;606;641;2839;7378;2204
cds142-Putative-insertion-sequence-ATP-binding-protein-y4iQ/y4nD/y4sD-(fragment);141;4;307;650;76;106;339;662;341
cds1430-16S-rRNA-(guanine(527)-N(7))-methyltransferase-RsmG;367;32;832;1222;322;279;1298;3297;1193
cds1431-J-domain-containing-protein;303;35;1257;1277;390;415;1722;4072;1388
cds1432-DUF3143-domain-containing-protein;398;78;649;322;226;197;614;1347;282
cds1433-putative-diaminopelargonic-acid-synthase;615;87;1899;2473;732;698;3176;8686;2463
cds1434-hypothetical-protein-WH5701_15371;149;16;237;297;37;31;248;742;200
cds1435-dethiobiotin-synthase;436;103;1302;1683;486;512;2203;5462;1565
cds1436-methyltransferase;287;16;677;1166;239;301;1081;2801;1146
cds1437-hypothetical-protein;224;27;782;1062;216;306;927;2289;957
cds1438-aminotransferase-class-I/II-fold-pyridoxal-phosphate-dependent-enzyme;638;71;2008;2523;766;698;2925;7924;2581
cds1439-DEAD/DEAH-box-helicase;1288;163;3432;4252;964;1038;4353;10873;3844
cds143-IS21-family-transposase;726;77;1970;3212;714;733;3233;6896;2497
cds1440-adenylosuccinate-lyase;696;132;1610;2336;590;520;2348;5625;2004
cds1441-TlyA-family-RNA-methyltransferase;314;27;833;1392;330;342;1420;3023;1397
cds1442-P-II-family-nitrogen-regulator;2503;449;3888;846;156;159;667;1324;448
cds1443-hypothetical-protein;115;20;302;291;93;113;387;1048;294
cds1444;35383;4779;47675;695;884;1699;794;2103;623
cds1445-NADPH-dependent-7-cyano-7-deazaguanine-reductase-QueF;288;54;778;1074;297;346;1194;3607;717
cds1446-cytochrome-c-biogenesis-protein-CcsB;469;48;1152;2049;401;449;1773;4829;1550
cds1447-cytochrome-C-biogenesis-protein;382;39;1258;1113;489;391;1498;3979;1180
cds1448-FtsW/RodA/SpoVE-family-cell-cycle-protein;596;96;1641;2375;480;537;2461;5862;2245
cds1449-photosystem-I-reaction-center-subunit-XII;3625;905;5113;399;129;101;491;890;259
cds144-IS481-family-transposase;333;23;845;1347;205;267;925;1830;1122
cds145;484;64;1347;1673;434;432;2047;4054;1551
cds1450-allophycocyanin-subunit-beta;3952;975;3391;902;221;224;1316;3086;861
cds1451-allophycocyanin;6050;1676;7720;1094;251;269;782;1626;810
cds1452-anchor-polypeptide-LCM;4593;1166;8240;6807;1619;1641;7653;17000;4977
cds1453-possible-methyltransferase;588;72;1558;2383;527;548;2617;6385;1804
cds1454-possible-H+-transporting-ATP-synthase;3224;811;4231;946;360;317;1547;2933;951
cds1455-F0F1-ATP-synthase-subunit-A;3828;1461;5535;1450;423;427;1866;4160;1092
cds1456-MULTISPECIES:-ATP-synthase-F0-subunit-C;688;118;815;620;142;161;606;2073;506
cds1457-F0F1-ATP-synthase-subunit-B';1793;336;1987;1175;205;233;1112;2994;879
cds1458-F0F1-ATP-synthase-subunit-B;562;181;1106;770;156;164;726;1679;609
cds1459-F0F1-ATP-synthase-subunit-delta;1405;226;1730;975;290;299;999;2732;762
cds146;222;16;456;776;134;155;914;1956;659
cds1460-F0F1-ATP-synthase-subunit-alpha;10743;2032;14101;3458;816;863;3077;7403;2462
cds1461;1656;439;1748;547;66;115;428;883;397
cds1462;1775;315;2049;1120;171;207;1025;2582;920
cds1463-hypothetical-protein;395;47;854;1347;271;240;1059;2526;1127
cds1464-2Fe-2S-iron-sulfur-cluster-binding-domain-containing-protein;169;39;498;716;251;152;923;2424;712
cds1465-DUF3326-domain-containing-protein;443;41;1196;1759;409;425;1574;4092;1389
cds1466-alanine-dehydrogenase;641;144;1747;2112;458;486;2423;6267;1900
cds1467-NAD+-synthase;701;86;2206;3364;736;651;3517;8020;2664
cds1468-nicotinate-nucleotide-adenylyltransferase;379;30;1006;1180;347;344;1342;3038;1253
cds1469-possible-GTPase;430;40;1134;1879;372;426;1639;4255;1587
cds147;8677;803;8077;1252;636;330;1646;4037;692
cds1470-DUF21-domain-containing-protein;379;111;1155;1664;400;423;1862;4892;1559
cds1471-M24-family-metallopeptidase;546;52;1325;2089;473;479;1888;4173;1780
cds1472-putative-imidazoleglycerol-phosphate-dehydratase;263;25;814;965;206;249;902;1926;1174
cds1473-30S-ribosomal-protein-PSRP-3;3895;1619;6229;1112;390;339;1270;2852;1169
cds1474-hypothetical-protein;519;213;1825;2440;520;541;2558;5693;1954
cds1475;497;85;1213;1776;444;472;1710;4666;1645
cds1476;143;14;434;625;180;217;766;2185;895
cds1477-VWA-domain-containing-protein;324;28;894;1208;334;337;1232;3401;1130
cds1478-hypothetical-protein;435;55;1212;2242;464;421;2149;4172;1714
cds1479-FHA-domain-containing-protein;253;21;736;1148;340;278;1301;3290;1045
cds148;353;72;576;784;131;145;759;1705;482
cds1480-hypothetical-protein;161;14;495;725;190;144;657;1336;615
cds1481-FHA-domain-containing-protein;978;114;3439;4772;1098;1111;5194;11636;3888
cds1482-rhomboid-family-intramembrane-serine-protease;473;47;1407;1854;522;511;1752;4137;1931
cds1483-transaldolase;277;28;567;1003;147;241;770;1821;876
cds1484-F0F1-ATP-synthase-subunit-epsilon;1858;405;2117;724;201;223;914;2417;579
cds1485-F0F1-ATP-synthase-subunit-beta;8844;3169;10002;3819;968;826;3628;7205;2593
cds1486-co-chaperone-GroES;11408;3400;18378;619;1111;329;517;1023;278
cds1487-chaperonin-GroEL;17704;7320;20983;3500;1760;1165;3198;7021;2305
cds1488-MFS-transporter;521;43;1692;2220;529;635;2343;6497;2002
cds1489-peptide-methionine-(R)-S-oxide-reductase;374;60;889;1192;246;202;968;2496;835
cds149;369;70;1176;693;251;266;561;1191;641
cds1490-preprotein-translocase-subunit-SecG;215;78;494;401;99;104;429;958;323
cds1491-2,3-bisphosphoglycerate-independent-phosphoglycerate-mutase;1039;188;2521;3011;664;738;2702;4989;2537
cds1492-pyrimidine-regulatory-protein-PyrR;211;11;587;834;131;197;618;1268;633
cds1493-ferredoxin--nitrite-reductase;210;38;474;507;104;127;368;539;327
cds1494-hypothetical-protein;543;125;1695;1656;499;458;2313;4691;1625
cds1495-Hsp70-family-protein;774;75;2007;2824;646;627;2671;5682;2463
cds1496-DNA-directed-RNA-polymerase-subunit-omega;424;204;659;596;100;101;417;791;283
cds1497-DUF1818-family-protein;200;56;1001;950;440;307;1478;3785;974
cds1498-DUF2811-domain-containing-protein;144;19;371;546;105;118;479;1305;390
cds1499-hypothetical-protein;245;26;894;1485;289;310;1331;3687;1339
cds1500-EVE-domain-containing-protein;320;52;706;862;118;188;860;1793;579
cds1501-hypothetical-protein;396;45;1072;1447;333;348;1685;4198;1416
cds1502-UDP-N-acetylmuramoyl-L-alanine--D-glutamate-ligase;895;124;2327;2746;898;842;3159;8864;2366
cds1503-photosystem-II-S4-domain-protein;292;33;640;1303;160;259;904;2135;928
cds1504-hypothetical-protein-WH5701_15031;426;144;1134;1096;354;269;1319;3568;871
cds1505;1610;302;3555;4402;966;995;4422;9349;3460
cds1506-MULTISPECIES:-2Fe-2S-iron-sulfur-cluster-binding-domain-containing-protein;761;142;1037;446;101;106;465;1060;475
cds1507-hypothetical-protein;142;14;449;647;152;140;805;1813;653
cds1508-cytochrome-c-550;1044;165;2112;1311;450;492;1799;4674;1070
cds1509-ribonuclease-Z;504;82;1259;1784;383;436;2030;4131;1515
cds150-transposase,-partial;357;35;1226;1885;359;373;1808;3947;1733
cds151;565;61;1458;2028;509;487;2209;4838;1767
cds1510-SpoIID/LytB-domain-containing-protein;488;49;1448;2336;567;595;2405;5760;2017
cds1511-glucosamine-6-phosphate-deaminase;286;40;788;1382;224;266;1045;2456;1037
cds1512-YebC/PmpR-family-DNA-binding-transcriptional-regulator;367;60;1009;1793;374;425;1675;3706;1497
cds1513-tRNA-pseudouridine(55)-synthase-TruB;319;41;984;1471;366;405;1524;3473;1485
cds1514;184;32;1054;1525;485;349;1945;4349;1309
cds1515-methyltransferase-domain-containing-protein;5299;1388;7140;1754;555;410;2254;5754;1470
cds1516-50S-ribosomal-protein-L27;2764;1207;2744;962;271;305;1107;3787;831
cds1517-50S-ribosomal-protein-L21;5726;1451;6381;1046;311;223;992;1957;651
cds1518-circadian-clock-protein-KaiA;1274;289;1990;1682;294;345;1608;3596;1012
cds1519-circadian-clock-protein-KaiB;481;129;786;583;116;184;712;1287;397
cds152;311;51;515;373;63;81;311;537;335
cds1520-circadian-clock-protein-KaiC;1900;448;2559;2491;395;358;2393;4123;1417
cds1521-HAMP-domain-containing-protein;1270;208;2779;3763;619;695;3690;8042;2923
cds1522-phosphoribosylamine--glycine-ligase;892;188;2424;2734;936;836;3249;8455;2993
cds1523-hypothetical-protein;520;71;1571;2006;691;619;2181;5647;2032
cds1524-phosphoribosylaminoimidazolesuccinocarboxamide-synthase;559;107;1335;1304;300;276;1561;3754;1158
cds1525-hypothetical-protein;2935;755;6194;5652;1608;1459;6892;17108;4242
cds1526-UDP-3-O-acyl-N-acetylglucosamine-deacetylase;348;75;1301;1601;398;344;1858;3384;1516
cds1527-(3R)-hydroxymyristoyl-ACP-dehydratase;271;65;921;890;230;242;1100;2751;881
cds1528-UDP-N-acetylglucosamine-acyltransferase;400;55;992;1264;211;292;1110;2635;1080
cds1529-lipid-A-disaccharide-synthase;702;84;2016;2481;629;616;2542;5348;2374
cds153;7488;547;8428;2403;470;441;2541;4919;1305
cds1530-peptide-methionine-(S)-S-oxide-reductase;281;64;810;1237;260;292;1173;2730;1003
cds1531-hypothetical-protein;240;111;804;465;221;205;351;699;432
cds1532-hypothetical-protein;242;78;685;649;220;131;763;2013;638
cds1533-leucyl-aminopeptidase;793;162;2321;2350;596;634;2839;6984;2369
cds1534-hypothetical-protein;353;28;880;1180;317;233;1384;2607;858
cds1535-hypothetical-protein;250;18;684;1089;212;259;766;2115;865
cds1536-DUF1825-family-protein;428;149;1341;823;322;212;695;1577;707
cds1537-tyrosine--tRNA-ligase;602;118;1578;2256;516;448;1994;4924;1946
cds1538-orotidine-5'-phosphate-decarboxylase;152;25;622;1079;269;244;1124;2916;876
cds1539;155;17;463;695;167;169;711;1892;759
cds154;1156;100;1221;651;144;146;870;2134;356
cds1540;126;18;383;567;140;141;744;1892;499
cds1541-1-acyl-sn-glycerol-3-phosphate-acyltransferase;519;64;1468;2498;696;668;2828;8114;2188
cds1542-glycosyltransferase-family-1-protein;530;91;1514;2000;556;539;2846;6222;1880
cds1543-putative-multidrug-efflux-transporter,-MFS-family-protein;562;67;1492;2390;509;481;2444;6257;2187
cds1544-DNA-repair-protein-RecO;330;17;891;1376;365;368;1426;2761;1460
cds1545-deoxyribose-phosphate-aldolase;317;43;753;1338;216;209;1149;3568;929
cds1546-ribosome-associated-translation-inhibitor-RaiA;3802;468;5416;1230;368;559;1212;2359;815
cds1547-lipoyl(octanoyl)-transferase-LipB;185;35;766;745;315;317;1138;2460;817
cds1548-long-chain-fatty-acid--CoA-ligase;786;79;2174;3389;655;710;3257;8761;2812
cds1549-hypothetical-protein;1586;445;1711;907;189;180;811;1722;767
cds155;6988;763;5734;1538;342;290;1558;2930;927
cds1550-2-oxo-acid-dehydrogenase-subunit-E2;1649;402;3210;2708;747;636;3436;8515;2155
cds1551-tRNA-preQ1(34)-S-adenosylmethionine-ribosyltransferase-isomerase-QueA;932;276;2395;2228;661;581;2556;6079;1816
cds1552-superoxide-dismutase;2280;552;3477;1575;712;779;2152;5795;1177
cds1553-FKBP-type-peptidyl-prolyl-cis-trans-isomerase;1048;333;2461;1457;385;316;1741;3536;1216
